Review,Sentiment
"This was such a lovely find 
Classic and authentic simple and elegant Italian food
Cozy beautiful rustic room red checkered table clothes and lovely pastas!
We had the arugula salad, shared the lasagna and then the pesto tagliatelle. Our server was from Italy. The owner is the Nona of the family. Family traditions and everything 
Going back ASAP, it was great",2
"Went with my friend out and we found this place.
I thought it will be closed cause of the yelp time it showing us but lucky us got a spot. 
We decided to sit in the patio it was a very cozy one .
My friend ordered a margarita pizza and it was sooooo good.
I ordered the gnocchi with shrimp and I fall in love it was to good.
The waitress was very friendly.
The only thing I didn't like was that the table was not stable it was moving around with every move we did.
The food was perfect would definitely recommend it.
Is a good place to have a date or even a family get together.
Very good keep on going like this.",2
"This was a very memorable dining experience in Little Italy and was a very good choice.  We made the mistake of coming on a Saturday night without reservations; however, we were able to sit outside.  The poor Canadians!  Most of them couldn't handle the summer heat of dining al fresco on a sweltering day, but this was fine with us.

We were well cared for outside, and the food was terrific.  We got the house red wine which was an affordable and pleasant option.  I got the daivolo pizza and it was cooked to perfection.

These guys really should think about expanding, because they could probably double their business with the number of people they turned away as we dined.  Granted it was a Saturday, but it was obviously a popular option for both locals and tourists like us.",2
"Absolutely terrible food and even worse attitude and service. 

Didn't even have a bite of the food",0
"This place is awesome!! Very authentic and intimate. The food is really good. The service is great and even the chef comes at each table! 
The place is small, reservation is needed and there's a line outside! 
I recommend this Italian traditional place!",2
"Really good Italian restaurant: ordered the mushroom and the bolognese pastas, a pizza and a dessert for 3 people with a bottle of wine came up to approx 115
Cute cozy 
Waiters are Italian
Really good prices for the area",2
"Great selection in menu. Staff is friendly but under staffed, took too long to get some attention.

Did was outstanding and hot. No complaints about quality and freshness. Presentation was neat and simple.

Will definitely come back again",2
"Amazing food, atmosphere, and workers. The owner and his mother are really down to earth and the waitress was super nice and gave good recommendations.",2
Very good pasta dishes ! This place was recommended by an Italian friend and this is her go to spot for Italian pasta ! I tried the shrimp one and the mushroom one and they were both delicious and filling. Staff is super friendly and were not annoyed by the baby that was with us. Tiramisu was not bad. The pizza looked really good too. Will come back again ! It's better to book as this place was busy when we arrived.,2
"An amazing casual dining spot with great food. One of the better carbonaras I've had in Toronto. A great spot for a family outing, date night or casual dining with friends. 
I thought the prices were very good and the portions perfect. 
LOVED IT!",2
"Stumbled across this cute little gem after a drive through little Italy. We found a street adjacent to the restaurant that we were able to park on for free (after hours). The service was great we were promptly seated upon arriving. There was only one table for two left but I think they were saving it for a couple as we were seated at the bar. 

My cousin and I decided that we would order a bunch of food and share everything which was great! We ordered the original bruschetta and it was delicious! There was Parmesan cheese on top and perfectly season tomatoes with a crispy baguette bottom. We also had the calamari which was lightly battered but very flavourful. As a main we ordered a pizza with salami and carbonara pasta. The pizza was really good I loved the crispy crust and the thick layer of cheese. The pasta was good but I've had better. We left with full bellies and had a great evening out. I can't wait to come back and try some other tasty items off the menu!",2
